icao,iata,name,city,subd,country,elevation,lat,lon,tz,lid
K2G1,,Concord Airpark,Painesville,Ohio,US,998.6,41.6670435,-81.19718336,America/New_York,2G1
K2G2,,Geary A Bates/Jefferson County Airpark,Steubenville,Ohio,US,1198,40.36061111,-80.70169444,America/New_York,2G2
K2G4,,Garrett County Airport,Oakland,Maryland,US,2933.4,39.58080556,-79.33594444,America/New_York,2G4
K2G5,,Granite Shoals/ Bob Sylvester Airpark,Granite Shoals,Texas,US,860,30.58935472,-98.37030361,America/Chicago,2G5
K2G8,,Gorham Airport,Gorham,New Hampshire,US,835,44.39358194,-71.19808889,America/New_York,2G8
K2G9,,Somerset County Airport,Somerset,Pennsylvania,US,2275,40.03850314,-79.01529642,America/New_York,2G9
K2GC,,Grays Creek Airport,Fayetteville,North Carolina,US,160,34.89369167,-78.84353056,America/New_York,2GC
K2H0,,Shelby County Airport,Shelbyville,Illinois,US,618.9,39.41130278,-88.84552222,America/Chicago,2H0
K2H2,,Jerry Sumners Sr Aurora Municipal Airport,Aurora,Missouri,US,1433.6,36.96230556,-93.69533333,America/Chicago,2H2
K2H4,,Triple H Airport,Parchment,Michigan,US,785,42.36512778,-85.55507778,America/Detroit,2H4
K2H5,,Houston Fort Bend Airport,Houston,Texas,US,105,29.49916667,-95.89838889,America/Chicago,2H5
K2H9,,Rolette Airport,Rolette,North Dakota,US,1623,48.6668625,-99.85316111,America/Chicago,2H9
K2I0,,Madisonville Regional Airport,Madisonville,Kentucky,US,439.1,37.3559275,-87.39821972,America/Chicago,2I0
K2I3,,Rough River State Park Airport,Falls-Of-Rough,Kentucky,US,577,37.60980556,-86.50716667,America/Chicago,2I3
K2IS,,Airglades Airport,Clewiston,Florida,US,20.2,26.73517083,-81.05106,America/New_York,2IS
K2J0,,Wakulla County Airport,Panacea,Florida,US,11,29.98945556,-84.39539167,America/New_York,2J0
K2J3,,Louisville Municipal Airport,Louisville,Georgia,US,327.9,32.98594444,-82.38480556,America/New_York,2J3
K2J5,,Millen Airport,Millen,Georgia,US,240.4,32.89302778,-81.96522222,America/New_York,2J5
K2J8,,Pierson Municipal Airport,Pierson,Florida,US,63,29.25002778,-81.45933333,America/New_York,2J8
K2J9,,Quincy Municipal Airport,Quincy,Florida,US,221.2,30.59788639,-84.55744028,America/New_York,2J9
K2K1,,Pond Creek Municipal Airport,Pond Creek,Oklahoma,US,1061,36.66253028,-97.80866611,America/Chicago,2K1
K2K4,,Scott Field,Mangum,Oklahoma,US,1643.8,34.89261111,-99.52822222,America/Chicago,2K4
K2K5,,Telida Airport,Telida,Alaska,US,650,63.37898472,-153.2842153,America/Anchorage,2K5
K2K6,,Elk County Airport,Moline,Kansas,US,1063,37.38091667,-96.27111111,America/Chicago,2K6
K2K7,,Neodesha Municipal Airport,Neodesha,Kansas,US,841,37.43536444,-95.64611889,America/Chicago,2K7
K2K8,,Argonia Municipal Airport,Argonia,Kansas,US,1279,37.27536667,-97.75875,America/Chicago,2K8
K2K9,,Haskell Airport,Haskell,Oklahoma,US,588,35.83286111,-95.66741667,America/Chicago,2K9
K2KL,,Sunrise Beach Airport,Sunrise Beach Village,Texas,US,854,30.59922222,-98.40922222,America/Chicago,2KL
K2L0,,Pineville Municipal Airport,Pineville,Louisiana,US,100,31.34219167,-92.44357778,America/Chicago,2L0
K2L1,,Larimore Municipal Airport,Larimore,North Dakota,US,1130,47.90671389,-97.64097222,America/Chicago,2L1
K2M0,,Princeton-Caldwell County Airport,Princeton,Kentucky,US,584.3,37.11513217,-87.85708217,America/Chicago,2M0
K2M1,,Harry S Truman Regional Airport,Bates City,Missouri,US,860,39.01963889,-94.0865,America/Chicago,2M1
K2M2,,Lawrenceburg-Lawrence County Airport,Lawrenceburg,Tennessee,US,936.5,35.23430111,-87.25794361,America/Chicago,2M2
K2M4,,G V Montgomery Airport,Forest,Mississippi,US,518.3,32.35494444,-89.48816667,America/Chicago,2M4
K2M7,,Hoffman's Black Mountain Aerodrome,Cheboygan,Michigan,US,677,45.53161667,-84.30804444,America/Detroit,2M7
K2M8,,Charles W Baker Airport,Millington,Tennessee,US,246.8,35.27848039,-89.93299661,America/Chicago,2M8
K2MO,,Mount Vernon Municipal Airport,Mount Vernon,Missouri,US,1244,37.06839028,-93.88493028,America/Chicago,2MO
K2N2,,Newfound Valley Airport,Bristol,New Hampshire,US,510,43.59201806,-71.75146806,America/New_York,2N2
K2N4,,Owasco Airfield,Moravia,New York,US,1380,42.73652778,-76.48625,America/New_York,2N4
K2N5,,Kampel Airport,Wellsville,Pennsylvania,US,611,40.04950972,-76.97715,America/New_York,2N5
K2N6,,Redwing Airport,Jobstown,New Jersey,US,78,40.02708333,-74.69088889,America/New_York,2N6
K2O1,GNF,Gansner Field,Quincy,California,US,3418.6,39.94391667,-120.9453889,America/Los_Angeles,2O1
K2O3,,Angwin-Parrett Field,Angwin,California,US,1875,38.58002778,-122.4354722,America/Los_Angeles,2O3
K2O6,,Chowchilla Airport,Chowchilla,California,US,243,37.11327778,-120.247,America/Los_Angeles,2O6
K2O7,,Independence Airport,Independence,California,US,3908.2,36.81637239,-118.2049326,America/Los_Angeles,2O7
K2O8,,Hinton Municipal Airport,Hinton,Oklahoma,US,1587,35.50722222,-98.34255556,America/Chicago,2O8
K2P2,,Washington Island Airport,Washington Island,Wisconsin,US,652.5,45.38825458,-86.92404028,America/Chicago,2P2
K2P7,,Alderman Airport,St Clairsville,Ohio,US,1186.5,40.05686308,-80.96318794,America/New_York,2P7
K2Q9,,Dyer Airport,Dyer,Nevada,US,4899,37.60965361,-118.0064889,America/Los_Angeles,2Q9
K2R0,,Waynesboro Municipal Airport,Waynesboro,Mississippi,US,168.5,31.64355389,-88.635095,America/Chicago,2R0
K2R1,,Le Maire Memorial Airport,Jeanerette,Louisiana,US,14,29.89906944,-91.666,America/Chicago,2R1
K2R2,,Hendricks County-Gordon Graham Field,Indianapolis,Indiana,US,897.8,39.74677778,-86.47516667,America/Indiana/Indianapolis,2R2
K2R4,,Peter Prince Field,Milton,Florida,US,81.6,30.63762083,-86.99365278,America/Chicago,2R4
K2R5,,St Elmo Airport,St Elmo,Alabama,US,132.4,30.50191667,-88.27511111,America/Chicago,2R5
K2R6,,Bunkie Municipal Airport,Bunkie,Louisiana,US,62,30.95674722,-92.23409972,America/Chicago,2R6
K2R7,,Franklinton Airport,Franklinton,Louisiana,US,175,30.81944444,-90.11252778,America/Chicago,2R7
K2R9,,Kenedy Regional Airport,Kenedy,Texas,US,288.7,28.82498569,-97.86556833,America/Chicago,2R9
K2RR,,River Ranch Resort Airport,River Ranch,Florida,US,55,27.77933333,-81.20391667,America/New_York,2RR
K2S0,,Twisp Municipal Airport,Twisp,Washington,US,1602,48.35058528,-120.0939508,America/Los_Angeles,2S0
K2S1,,Vashon Municipal Airport,Vashon,Washington,US,316,47.45858861,-122.4769719,America/Los_Angeles,2S1
K2S2,,Beaver Marsh Airport,Beaver Marsh,Oregon,US,4638,43.12752778,-121.8087222,America/Los_Angeles,2S2
K2S4,,Warden Airport,Warden,Washington,US,1276,46.96581522,-119.0663317,America/Los_Angeles,2S4
K2S5,,Waterville Airport,Waterville,Washington,US,2645,47.65600444,-120.0564628,America/Los_Angeles,2S5
K2S6,,Sportsman Airpark,Newberg,Oregon,US,181,45.29567333,-122.9553783,America/Los_Angeles,2S6
K2S7,,Chiloquin State Airport,Chiloquin,Oregon,US,4221,42.57931844,-121.8790142,America/Los_Angeles,2S7
K2S8,,Wilbur Airport,Wilbur,Washington,US,2183.3,47.75338889,-118.7439167,America/Los_Angeles,2S8
K2S9,,Willapa Harbor Airport,South Bend/Raymond/,Washington,US,13,46.69762056,-123.8233831,America/Los_Angeles,2S9
K2T1,,Muleshoe Municipal Airport,Muleshoe,Texas,US,3779.3,34.18513639,-102.6410981,America/Chicago,2T1
K2T2,,Percival Springs Airport,Watson,Illinois,US,552,39.01444444,-88.53927778,America/Chicago,2T2
K2TX,,Salado Airport,Salado,Texas,US,689,30.92041667,-97.54,America/Chicago,2TX
K2U0,,Smith Prairie Airport,Prairie,Idaho,US,4958,43.49836111,-115.5469722,America/Boise,2U0
K2U4,,Rockford Municipal Airport,Rockford,Idaho,US,4465,43.1895,-112.5318056,America/Boise,2U4
K2U5,,Shearer /Usfs/ Airport,Shearer,Idaho,US,2634,45.9895,-114.8412778,America/Denver,2U5
K2U7,,Stanley Airport,Stanley,Idaho,US,6403,44.20855556,-114.9345278,America/Boise,2U7
K2U8,,Thomas Creek Airport,Stanley,Idaho,US,4415,44.72330556,-115.0039722,America/Boise,2U8
K2V5,,Wray Municipal Airport,Wray,Colorado,US,3677.6,40.10039694,-102.2411725,America/Denver,2V5
K2V6,,Yuma Municipal Airport,Yuma,Colorado,US,4137.7,40.10571047,-102.7144377,America/Denver,2V6
K2VA,,Zangger Vintage Airpark,Larchwood,Iowa,US,1477,43.44995,-96.40316944,America/Chicago,2VA
K2W1,,De Vere Field,Cle Elum,Washington,US,1800,47.17758111,-120.8526608,America/Los_Angeles,2W1
K2W2,,Clearview Airpark,Westminster,Maryland,US,798.6,39.46702778,-77.01744444,America/New_York,2W2
K2W3,,Swanson Airport,Eatonville,Washington,US,843,46.87166667,-122.2572222,America/Los_Angeles,2W3
K2W5,,Maryland Airport,Indian Head,Maryland,US,175,38.59704861,-77.07245833,America/New_York,2W5
K2W6,,St Mary's County Regional Airport,Leonardtown,Maryland,US,141.8,38.31535667,-76.55011583,America/New_York,2W6
K2Y1,,Drake Airport,Radcliffe,Iowa,US,1179,42.31751389,-93.4151625,America/Chicago,2Y1
K2Y4,,Rockwell City Municipal Airport,Rockwell City,Iowa,US,1215.9,42.38782222,-94.61890278,America/Chicago,2Y4
K2Z2,,Eureka Creek Airport,Eureka Creek,Alaska,US,700,65.17591139,-150.2205386,America/Anchorage,2Z2
K2Z3,,Eva Creek Airport,Eva Creek,Alaska,US,2817,64.04211111,-148.8631389,America/Anchorage,2Z3
K30F,,Lakeview Airport,Lake Dallas,Texas,US,535,33.13138889,-97.01419444,America/Chicago,30F
K30K,,Ingalls Municipal Airport,Ingalls,Kansas,US,2814,37.90686111,-100.5314167,America/Chicago,30K
K30M,,Ralph M Sharpe Airport,Tunica,Mississippi,US,195,34.65908333,-90.37622222,America/Chicago,30M
K31D,,Inter County Airport,Irwin,Pennsylvania,US,1250,40.3334025,-79.77921222,America/New_York,31D
K31E,,Eagles Nest Airport,West Creek,New Jersey,US,38.6,39.66545417,-74.30804444,America/New_York,31E
K32A,,Danville Municipal Airport,Danville,Arkansas,US,392.5,35.0872625,-93.42892417,America/Chicago,32A
K32S,,Stevensville Airport,Stevensville,Montana,US,3613.5,46.52511111,-114.0528056,America/Denver,32S
K33A,,Fairview Airport,Landrum,South Carolina,US,1046,35.15733333,-82.12375,America/New_York,33A
K33J,,Geneva Municipal Airport,Geneva,Alabama,US,100.3,31.052625,-85.86894444,America/Chicago,33J
K33K,,Kinsley Municipal Airport,Kinsley,Kansas,US,2171.1,37.90899444,-99.40310556,America/Chicago,33K
K33M,,Water Valley Municipal Airport,Water Valley,Mississippi,US,269.9,34.16786111,-89.68488889,America/Chicago,33M
K33N,,Delaware Airpark,Dover/Cheswold,Delaware,US,55.2,39.21869444,-75.60047222,America/New_York,33N
K33R,,Groveton-Trinity County Airport,Groveton,Texas,US,340,31.08433333,-95.16411111,America/Chicago,33R
K33S,,Pru Field,Ritzville,Washington,US,1801,47.12345278,-118.3893278,America/Los_Angeles,33S
K33U,,Dutch John Airport,Dutch John,Utah,US,6561,40.9178125,-109.3906607,America/Denver,33U
K33V,,Walden-Jackson County Airport,Walden,Colorado,US,8153.8,40.75038889,-106.2715278,America/Denver,33V
K34G,,Merillat Airport,Tecumseh,Michigan,US,820,41.975045,-83.92521917,America/Detroit,34G
K34M,,Campbell Municipal Airport,Campbell,Missouri,US,284,36.48605556,-90.01569444,America/Chicago,34M
K34R,,Hallettsville Municipal Airport,Hallettsville,Texas,US,277.7,29.38995833,-96.95605972,America/Chicago,34R
K35A,,"Union County, Troy Shelton Field",Union,South Carolina,US,610.2,34.68695278,-81.64116667,America/New_York,35A
K35C,,Wells Airport,Rockford,Michigan,US,890,43.12863333,-85.50518611,America/Detroit,35C
K35D,,Padgham Field,Allegan,Michigan,US,706,42.53043653,-85.823779,America/Detroit,35D
K35S,,Wasco State Airport,Wasco,Oregon,US,1503,45.58920417,-120.6739847,America/Los_Angeles,35S
K35X,,Triple-Ace Field,Decatur,Texas,US,1010,33.25185556,-97.55355556,America/Chicago,35X
K36K,,Kearny County Airport,Lakin,Kansas,US,3076.4,37.96944444,-101.2555833,America/Chicago,36K
K36S,,Happy Camp Airport,Happy Camp,California,US,1209,41.79067944,-123.3889444,America/Los_Angeles,36S
K37F,,Munday Municipal Airport,Munday,Texas,US,1474,33.46872222,-99.58622222,America/Chicago,37F
K37K,,Falconhead Airport,Burneyville,Oklahoma,US,690,33.92597222,-97.29636111,America/Chicago,37K
K37M,,Hornersville Memorial Airport,Hornersville,Missouri,US,248,36.04199742,-90.14913439,America/Chicago,37M
K37N,,Garrison Dam Recreational Airpark,Riverdale,North Dakota,US,1723,47.48272778,-101.4081486,America/North_Dakota/Beulah,37N
K37S,,Fort Peck Airport,Fort Peck,Montana,US,2290,48.00483333,-106.4778889,America/Denver,37S
K37T,,Calico Rock-Izard County Airport,Calico Rock,Arkansas,US,733,36.16452778,-92.14447222,America/Chicago,37T
K37V,,Arapahoe Municipal Airport,Arapahoe,Nebraska,US,2273,40.34158333,-99.90780556,America/Chicago,37V
K38C,,Cain Field,Stanwood,Michigan,US,897,43.59847222,-85.49247222,America/Detroit,38C
K38D,,Salem Airpark Inc Airport,Salem,Ohio,US,1162,40.94808083,-80.86208194,America/New_York,38D
K38I,,Weller Airport,Urbana,Ohio,US,1150,40.09116806,-83.68936944,America/New_York,38I
K38K,,Lucas Airport,Lucas,Kansas,US,1485,39.061955,-98.52534417,America/Chicago,38K
K38N,,Smyrna Airport,Smyrna,Delaware,US,18,39.30366667,-75.58380556,America/New_York,38N
K38S,,Deer Lodge-City-County Airport,Deer Lodge,Montana,US,4692.7,46.38783333,-112.7649444,America/Denver,38S
K38U,,Wayne Wonderland Airport,Loa,Utah,US,7029,38.36291472,-111.5959867,America/Denver,38U
K38W,,Lynden Municipal/Jansen Field,Lynden,Washington,US,106,48.95589611,-122.4581183,America/Los_Angeles,38W
K39G,,Avoca Airport,Avoca,Michigan,US,726,43.03047778,-82.66946389,America/Detroit,39G
K39K,,Versaair Services Airport,Lyndon,Kansas,US,1052,38.69172222,-95.69016667,America/Chicago,39K
K39N,,Princeton Airport,Princeton/Rocky Hill,New Jersey,US,128.2,40.39908889,-74.65900639,America/New_York,39N
K39P,,Strom Field,Morton,Washington,US,941,46.55036083,-122.2666258,America/Los_Angeles,39P
K39T,,Tripp Creek Airport,St Johns,Michigan,US,717,43.06475278,-84.48915167,America/Detroit,39T
K39Z,,Flying-A-Ranch Airport,Fruitport,Michigan,US,630,43.10511389,-86.12126944,America/Detroit,39Z
K3A2,,New Tazewell Municipal Airport,Tazewell,Tennessee,US,1178.8,36.40889722,-83.55718583,America/New_York,3A2
K3A4,,Greensboro Exec Airport,Greensboro,North Carolina,US,739,35.94194444,-79.6855,America/New_York,3A4
K3A5,,Flying M Ranch Airport,Yerington,Nevada,US,4921.8,38.61275033,-119.0023202,America/Los_Angeles,3A5
K3A9,,Arlington Municipal Airport,Arlington,South Dakota,US,1818,44.39382917,-97.12294769,America/Chicago,3A9
K3AK,,Dry Bay Airport,Yakutat,Alaska,US,33,59.16433333,-138.4888056,America/Yakutat,3AK
K3AU,,Augusta Municipal Airport,Augusta,Kansas,US,1328,37.67163889,-97.07786111,America/Chicago,3AU
K3B0,,Southbridge Municipal Airport,Southbridge,Massachusetts,US,698.8,42.10111111,-72.03883333,America/New_York,3B0
K3B1,,Greenville Municipal Airport,Greenville,Maine,US,1401.8,45.46283139,-69.55164944,America/New_York,3B1
K3B3,,Sterling Airport,Sterling,Massachusetts,US,459,42.42591667,-71.79286111,America/New_York,3B3
K3B4,,Seacoast Airfield,Eliot,Maine,US,124.8,43.14313431,-70.77343611,America/New_York,3B4
K3B5,,Twitchell Airport,Turner,Maine,US,355.3,44.18894444,-70.23286111,America/New_York,3B5
K3B8,,Shady Acres Airport,Spanaway,Washington,US,445,47.07038889,-122.3710833,America/Los_Angeles,3B8
K3C1,,Mishawaka Pilots Club Airport,Elkhart,Indiana,US,755,41.65699306,-86.03472389,America/Indiana/Indianapolis,3C1
K3CK,,Lake In The Hills Airport,Chicago/Lake In The Hills,Illinois,US,887.3,42.20680925,-88.32299706,America/Chicago,3CK
K3CM,,James Clements Municipal Airport,Bay City,Michigan,US,584.6,43.54694444,-83.89547222,America/Detroit,3CM
K3CU,,Cable Union Airport,Cable,Wisconsin,US,1360.4,46.19493306,-91.24845306,America/Chicago,3CU
K3D1,,Crivitz Municipal Airport,Crivitz,Wisconsin,US,734.8,45.21464086,-88.07329817,America/Chicago,3D1
K3D2,,Ephraim/Gibraltar Airport,Ephraim,Wisconsin,US,763.2,45.13570747,-87.18812808,America/Chicago,3D2
K3DA,,Dalton Airport,Flushing,Michigan,US,733,43.05684069,-83.80460008,America/Detroit,3DA
K3DW,,Downtown Airport,Springfield,Missouri,US,1375,37.22270556,-93.24834861,America/Chicago,3DW
K3E0,,Miami-Roberts County Airport,Miami,Texas,US,2720,35.71393222,-100.6031922,America/Chicago,3E0
K3EV,,Skylane Airport,Evansville,Indiana,US,380,38.01194444,-87.59486111,America/Chicago,3EV
K3EX,,Excelsior Springs Memorial Airport,Excelsior Springs,Missouri,US,999.6,39.33727778,-94.19741667,America/Chicago,3EX
K3F2,,Cisco Municipal Airport,Cisco,Texas,US,1621,32.41502778,-98.99683333,America/Chicago,3F2
K3F3,,C E 'Rusty' Williams Airport,Mansfield,Louisiana,US,324.3,32.07277778,-93.76561111,America/Chicago,3F3
K3F4,,Vivian Airport,Vivian,Louisiana,US,260,32.86133333,-94.01015361,America/Chicago,3F4
K3F5,,Forest Hill Airport,Westphalia,Michigan,US,772,42.91154283,-84.67489356,America/Detroit,3F5
K3F6,,Dan E Richards Municipal Airport,Paducah,Texas,US,1859.5,34.02763306,-100.2820025,America/Chicago,3F6
K3F7,,Jones Memorial Airport,Bristow,Oklahoma,US,869.6,35.80704611,-96.42113583,America/Chicago,3F7
K3F9,,Mineola Wisener Field,Mineola,Texas,US,430,32.67667497,-95.51095811,America/Chicago,3F9
K3FK,,Franklin Flying Field,Franklin,Indiana,US,740,39.42643889,-86.05832194,America/Indiana/Indianapolis,3FK
K3FU,,Faulkton Municipal Airport,Faulkton,South Dakota,US,1571,45.03067361,-99.11287222,America/Chicago,3FU
K3G2,,Grygla Municipal - Mel Wilkens Field,Grygla,Minnesota,US,1177,48.29408333,-95.62597222,America/Chicago,3G2
K3G3,,Wadsworth Municipal Airport,Wadsworth,Ohio,US,973.7,41.00306111,-81.75652194,America/New_York,3G3
K3G4,,Ashland County Airport,Ashland,Ohio,US,1206.7,40.90297222,-82.25563889,America/New_York,3G4
K3G5,,Dawson Army Air Field,Camp Dawson (Kingwood),West Virginia,US,1265,39.45009056,-79.66644389,America/New_York,3G5
K3G6,,Tri-City Airport,Sebring,Ohio,US,1187.5,40.906,-81.00002778,America/New_York,3G6
K3G8,,Gen-Airpark Airport,Geneseo,Illinois,US,645,41.43977778,-90.11005556,America/Chicago,3G8
K3G9,,Butler Farm Show Airport,Butler,Pennsylvania,US,1333,40.85256444,-79.97477972,America/New_York,3G9
K3GM,,Grand Haven Memorial Airpark,Grand Haven,Michigan,US,603.8,43.03405556,-86.19816667,America/Detroit,3GM
K3GV,,East Kansas City Airport,Grain Valley,Missouri,US,835,39.01464119,-94.21485844,America/Chicago,3GV
K3H4,,Hillsboro Municipal Airport,Hillsboro,North Dakota,US,906.1,47.35940778,-97.06041639,America/Chicago,3H4
K3HO,,Hobart Sky Ranch Airport,Hobart,Indiana,US,630.1,41.5559,-87.26392222,America/Chicago,3HO
K3I2,,Mason County Airport,Point Pleasant,West Virginia,US,643.4,38.91463472,-82.09857889,America/New_York,3I2
K3I3,,Sky King Airport,Terre Haute,Indiana,US,496,39.54778667,-87.3773525,America/Indiana/Indianapolis,3I3
K3I4,,Richwood Municipal Airport,Richwood,West Virginia,US,2486,38.25838889,-80.65133333,America/New_York,3I4
K3I7,,Dayton/Phillipsburg Airport,Dayton,Ohio,US,1028.2,39.91327778,-84.4004125,America/New_York,3I7
K3J0,,Hampton County Airport,Hampton,South Carolina,US,112.1,32.86651111,-81.08097028,America/New_York,3J0
K3J1,,Ridgeland-Claude Dean Airport,Ridgeland,South Carolina,US,84.8,32.49685056,-80.99314889,America/New_York,3J1
K3J6,,Davis Field,Folkston,Georgia,US,68,30.79636111,-82.02816667,America/New_York,3J6
K3J7,,Greene County Regional Airport,Greensboro,Georgia,US,688.5,33.59797,-83.13826028,America/New_York,3J7
K3JC,,Freeman Field,Junction City,Kansas,US,1101.6,39.04333333,-96.84327778,America/Chicago,3JC
K3K3,,Syracuse-Hamilton County Municipal Airport,Syracuse,Kansas,US,3326.1,37.99858306,-101.7476078,America/Denver,3K3
K3K7,,Mark Hoard Memorial Airport,Leoti,Kansas,US,3302.9,38.45752639,-101.3508647,America/Chicago,3K7
K3K8,,Comanche County Airport,Coldwater,Kansas,US,2086.1,37.22286111,-99.33202778,America/Chicago,3K8
K3KK,,Kankakee Airport,Kankakee,Illinois,US,625,41.10003222,-87.91671,America/Chicago,3KK
K3L2,,Sky Ranch Airport,Sandy Valley,Nevada,US,2599,35.79294444,-115.6264167,America/Los_Angeles,3L2
K3L7,,Milwrick Flying M Airport,Lincoln,Michigan,US,830,44.73834556,-83.37969222,America/Detroit,3L7
K3LF,,Litchfield Municipal Airport,Litchfield,Illinois,US,690.5,39.1625,-89.67463889,America/Chicago,3LF
K3M0,,Gastons Airport,Lakeview,Arkansas,US,479,36.34905556,-92.55580556,America/Chicago,3M0
K3M5,,Moontown Airport,Huntsville,Alabama,US,655,34.74736111,-86.46097222,America/Chicago,3M5
K3M7,,Lafayette Municipal Airport,Lafayette,Tennessee,US,969,36.52002778,-86.05805556,America/Chicago,3M7
K3M8,,North Pickens Airport,Reform,Alabama,US,236.8,33.38675278,-88.00657917,America/Chicago,3M8
K3M9,,Warren Municipal Airport,Warren,Arkansas,US,235,33.56044333,-92.08538861,America/Chicago,3M9
K3MY,,Mount Hawley Auxiliary Airport,Peoria,Illinois,US,793.4,40.79580556,-89.61347222,America/Chicago,3MY
K3N0,,Namorik Airport,Namorik Atoll,,MH,15,5.631666667,168.125,Pacific/Majuro,3N0
